X,Y,Z,Name,description
6.2701536359057,52.164719776483,0,Grafheuvel Almen (45423),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.164719776483 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.2701536359057<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45423<br />
...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37638"" >Link To More Information</a><br />
                    "
4.93951,51.47159,0,Grafheuvel Alphen,"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Noord-Brabant <br /> Pos Accuracy: <b>5</b> Condition: <b>3</b> (5 is best)   Ambience: <b>3</b>  Access: <b>4</b>  (5 is best)<br />
                    <b>Lat:</b> 51.47159 &nbsp;&nbsp;&nbsp;<b>Long</b>: 4.93951<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/Grafheuvel_Kwaalburg_2a.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow(s) in Netherlands. A few weeks ago I was looking on the internet for information on the history of my hometown.  By accident I got to an article on the round barrow at Alphen, some 11 km ...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=48727"" >Link To More Information</a><br />
                    "
5.4702270718342,52.011244493209,0,Grafheuvel Amerongen (45455),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Utrecht <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.011244493209 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.4702270718342<br />
                    Round Barrow in Utrecht. Rijksmonument (national monument) number: 45455...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37536"" >Link To More Information</a><br />
                    "
5.4920836767223,52.00229279758,0,Grafheuvel Amerongen (45456),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Utrecht <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.00229279758 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.4920836767223<br />
                    Round Barrow in Utrecht. Rijksmonument (national monument) number: 45456...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37537"" >Link To More Information</a><br />
                    "
5.3682701108697,52.14445718713,0,Grafheuvel Amersfoort (45448),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Utrecht <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.14445718713 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.3682701108697<br />
                    Round Barrow in Utrecht. Rijksmonument (national monument) number: 45448...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37533"" >Link To More Information</a><br />
                    "
6.70965,53.02943,0,Grafheuvel Anloo,"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Drenthe <br /> Pos Accuracy: <b>5</b> Condition: <b>2</b> (5 is best)   Ambience: <b>3</b>  Access: <b>4</b>  (5 is best)<br />
                    <b>Lat:</b> 53.02943 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.70965<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/pdl_IMG_4872.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Drenthe. This mound can be found close to hunebed D11....<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=55782"" >Link To More Information</a><br />
                    "
6.7127717804682,53.042571635237,0,Grafheuvel Annen (45012),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Drenthe <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 53.042571635237 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.7127717804682<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/001_Liesakkers_from_S.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Drenthe. Rijksmonument (national monument) number: 45012...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37504"" >Link To More Information</a><br />
                    "
5.7402662820746,52.207771272019,0,Grafheuvel Apeldoorn (45158),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.207771272019 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.7402662820746<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45158...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37687"" >Link To More Information</a><br />
                    "
5.8933038242393,52.208445544055,0,Grafheuvel Apeldoorn (45175),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.208445544055 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.8933038242393<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45175...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37680"" >Link To More Information</a><br />
                    "
5.9022152553556,52.222500162986,0,Grafheuvel Apeldoorn (45179),"
        <b>Type:</b> Round Barrow(s) <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.222500162986 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.9022152553556<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/IMG_20190908_152307.jpg"" align=""right"" valign=""top""></a>
<br />
                    Round Barrow in Gelderland. Rijksmonument (national monument) number: 45179...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=37681"" >Link To More Information</a><br />
                    "
