X,Y,Z,Name,description
4.84709,51.83278,0,Museum de Koperen Knop,"
        <b>Type:</b> Museum <b>County/Region:</b> Zuid-Holland <br /> Pos Accuracy: <b>4</b>  (5 is best)<br />
                    <b>Lat:</b> 51.83278 &nbsp;&nbsp;&nbsp;<b>Long</b>: 4.84709<br />
                    Museum in Zuid-Holland. Local museum about the history of the area, including archeological exhibition. Has a replica of âTrijntjeâ, the oldest known Stone Age burial in the Netherlands (ca. 7500 ...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=58693"" >Link To More Information</a><br />
                    "
5.871111,51.846389,0,Museum Het Valkhof,"
        <b>Type:</b> Museum <b>County/Region:</b> Gelderland <b>Alt Name:</b> Stichting Museum Het Valkhof-Kam, The Valkhof Museum <br /> Pos Accuracy: <b>5</b> Condition: <b>5</b> (5 is best)   Ambience: <b>3</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 51.846389 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.871111<br />
                    Museum in Gelderland. The Valkhof Museum is a museum in Nijmegen. Noviomagus (Nijmegen) was once the most important roman city of the Netherlands. <br />
<br />
The archaeology department of the mus...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=45144"" >Link To More Information</a><br />
                    "
5.7275,51.808333,0,Museum Kasteel Wijchen,"
        <b>Type:</b> Museum <b>County/Region:</b> Gelderland <br /> Pos Accuracy: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 51.808333 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.7275<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/flk5506216821.jpg"" align=""right"" valign=""top""></a>
<br />
                    The Museum Kasteel Wijchen is a local history museum in Wijchen (Gelderland/The Netherlands). It is situated in some of the rooms in Kasteel Wijchen. The exhibition starts in the Stone Age and continu...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=47790"" >Link To More Information</a><br />
                    "
6.06332,53.00191,0,Museum OpsterlÃ¢n,"
        <b>Type:</b> Museum <b>County/Region:</b> Friesland <br /> Pos Accuracy: <b>4</b>  (5 is best)<br />
                    <b>Lat:</b> 53.00191 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.06332<br />
                    Museum in Friesland. Local museum with archeological collection. Houses the vuistbijl van Wijnjeterp , a Neandertal celt found nearby in 1939....<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=58597"" >Link To More Information</a><br />
                    "
5.888352,51.8138,0,Museumpark Orientalis,"
        <b>Type:</b> Museum <b>County/Region:</b> Gelderland <b>Alt Name:</b> Bijbels Openluchtmuseum <br /> Pos Accuracy: <b>5</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 51.8138 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.888352<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/1024px-MPO_Via_Orientalis.jpg"" align=""right"" valign=""top""></a>
<br />
                    The Museumpark Orientalis is an open-air museum in Heilig Land Stichting (Gelderland/The Netherlands). It mainly focuses on reconstructed buildings from the time of Jesus. This includes a Jewish villa...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=47799"" >Link To More Information</a><br />
                    "
6.926408,53.335892,0,MuzeeAquarium Delfzijl,"
        <b>Type:</b> Museum <b>County/Region:</b> Groningen <b>Alt Name:</b> G5 Heveskes <br /> Pos Accuracy: <b>5</b> Condition: <b>5</b> (5 is best)   Ambience: <b>5</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 53.335892 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.926408<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/wbl_DSC00045.jpg"" align=""right"" valign=""top""></a>
<br />
                    A museum in Delfzijl focussing mainly on the sea and shipping but it also has an archaeological section containing finds from the area including the last hunebed (passage grave) to be discovered in th...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=45176"" >Link To More Information</a><br />
                    "
6.3175,52.855556,0,OERmuseum West-Drenthe,"
        <b>Type:</b> Museum <b>County/Region:</b> Drenthe <b>Alt Name:</b> Archeologisch Centrum West-Drenthe <br /> Pos Accuracy: <b>5</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.855556 &nbsp;&nbsp;&nbsp;<b>Long</b>: 6.3175<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/Archeologisch_Centrum_West-Drenthe_DSCF1585.jpg"" align=""right"" valign=""top""></a>
<br />
                    Museum in Drenthe. The OERmuseum West-Drenthe is a museum in Diever.<br />
<br />
The museum focusses on the prehistory in the area West-Drenthe, from the stone age to the early middle ages. There i...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=45139"" >Link To More Information</a><br />
                    "
4.955479,51.482359,0,Oudheidkundig Streekmuseum,"
        <b>Type:</b> Museum <b>County/Region:</b> Noord-Brabant <br /> Pos Accuracy: <b>5</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 51.482359 &nbsp;&nbsp;&nbsp;<b>Long</b>: 4.955479<br />
                    Museum in Noord-Brabant. The Oudheidkundig Streekmuseum is a cult-historic museum based in a former church in Alphen. It has an extensive collection of archaeological finds from the region going back ...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=46315"" >Link To More Information</a><br />
                    "
4.485735,52.158437,0,Rijksmuseum van Oudheden,"
        <b>Type:</b> Museum <b>County/Region:</b> Zuid-Holland <b>Alt Name:</b> National Museum of Antiquities <br /> Pos Accuracy: <b>4</b> Condition: <b>5</b> (5 is best)   Ambience: <b>5</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 52.158437 &nbsp;&nbsp;&nbsp;<b>Long</b>: 4.485735<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/wc_Zuurdeeg2.jpg"" align=""right"" valign=""top""></a>
<br />
                    Museum in Zuid-Holland. The Dutch National Museum of Antiquities (Rijksmuseum van Oudheden) is the national centre of archaeology on the cultures of ancient Egypt, the Near East, the classical world a...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=28405"" >Link To More Information</a><br />
                    "
3.9188807,51.6505351,0,Stadhuismuseum Zierikzee,"
        <b>Type:</b> Museum <b>County/Region:</b> Zeeland <br /> Pos Accuracy: <b>5</b> Condition: <b>5</b> (5 is best)   Ambience: <b>5</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 51.6505351 &nbsp;&nbsp;&nbsp;<b>Long</b>: 3.9188807<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/bkp_IMG_1902.jpg"" align=""right"" valign=""top""></a>
<br />
                    Museum in Zeeland. Zierikzee is situated at one of the most important rivers of Zeeland, Flanders, in the Scheldt delta, the Oosterschelde. <br />
Around 1300AD it was one of the biggest towns in Hol...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=58589"" >Link To More Information</a><br />
                    "
5.4397184,51.8864353,0,Streekmuseum Tiel,"
        <b>Type:</b> Museum <b>County/Region:</b> Noord-Brabant <b>Alt Name:</b> Flipje & Streekmuseum TIel <br /> Pos Accuracy: <b>5</b> Condition: <b>5</b> (5 is best)   Ambience: <b>4</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 51.8864353 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.4397184<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/jmc_IMG_2375.jpg"" align=""right"" valign=""top""></a>
<br />
                    Museum in Noord-Brabant. In 1997 a large cult place dating from 4000BC was found in Tiel. <br />
<br />
Three burial mounds were found and remains of houses.<br />
The largest burial mound had a di...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=58679"" >Link To More Information</a><br />
                    "
3.5201197,51.5697046,0,Terra Maris,"
        <b>Type:</b> Museum <b>County/Region:</b> Zeeland <b>Alt Name:</b> Stella Maris <br /> Pos Accuracy: <b>5</b> Condition: <b>5</b> (5 is best)   Ambience: <b>5</b>  Access: <b>5</b>  (5 is best)<br />
                    <b>Lat:</b> 51.5697046 &nbsp;&nbsp;&nbsp;<b>Long</b>: 3.5201197<img src=""http://www.megalithic.co.uk/a558/a312/gallery/benelux/The_Netherlands/thumb/hee_IMG_1672.jpg"" align=""right"" valign=""top""></a>
<br />
                    In the Terra Maris museum you can find a nice presentation of the tremendous changing of the landscapes in the delta  area of the Schelde from 7000BC till 1750AD. In many places in the delta there is ...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=58565"" >Link To More Information</a><br />
                    "
5.30353,52.70793,0,Zuiderzeemuseum,"
        <b>Type:</b> Museum <b>County/Region:</b> Noord-Holland <br /> Pos Accuracy: <b>4</b>  (5 is best)<br />
                    <b>Lat:</b> 52.70793 &nbsp;&nbsp;&nbsp;<b>Long</b>: 5.30353<br />
                    Museum in Noord-Holland. Indoor and outdoor museum, dedicated to the cultural heritage and maritime history of the historic Zuiderzee region. Also has a replica of a Bronze Age farm. <br />
Museum we...<b>.</b> (c) Meg. Portal contributors.<br />
		     <a href=""http://www.megalithic.co.uk/article.php?sid=58956"" >Link To More Information</a><br />
                    "
